department,disease,question,answer,page_url
精神心理科,抑郁症,焦虑症和抑郁症的区别是什么?,患者好，焦虑抑郁症是不一样的，焦虑主要表现为恐惧担心，而抑郁症主要是心里的无望和低落。而且焦虑并没有明显客观的对象，抑郁主要是持久的心情低落。原因分析抑郁症的前期表现就是焦虑，也就是说刚开始焦虑得不到及时的治疗，就可能会转变为抑郁症，主要是由于心理因素或者社会环境的刺激导致的。举措建议建议要排解心情，可以适当的增加兴趣爱好，多参加户外活动。如果得不到缓解，需要寻求心理医生的帮助，并且要配合药物治疗。,https://www.familydoctor.com.cn/q/18556911.html
精神心理科,抑郁症,焦虑症和抑郁症的区别都有哪些?,你好，焦虑症主要是以情绪焦虑为主，总是担心不好的事情发生，总是会坐立不安，总是觉得时间很难过，走来走去。抑郁症的病人主要是以不高兴为主，没有兴趣、精力，认为自己很多方面都不好，但是焦虑症和抑郁症不是绝对可以分开的，焦虑症和抑郁症往往像一对孪生兄弟一样，是相伴存在的，抑郁症的病人大部分有焦虑，焦虑症的病人也大部分有抑郁。所以在治疗的时候，抗抑郁的药是焦虑、抑郁都可以同时治疗的，治疗范围没有太多的区别。希望我的回答对你有帮助。,https://www.familydoctor.com.cn/q/18556565.html
精神心理科,抑郁症,抑郁症的表现症状有哪些?,你好，轻度抑郁症主要就表现在情绪的低落，不开心，不想说话，不想与外界进行交流，但是他在很大程度上能保持社会功能，比如能够正常的做家务，能够正常的进行工作，但是患者内心最重要的就感觉到开心不起来，不愿意与人进行沟通和交流，旁边的人观察到他跟正常人相比可能言语少，沟通、表达减少，主动性变差等等。祝您健康。,https://www.familydoctor.com.cn/q/18556137.html
精神心理科,抑郁症,患了抑郁症怎么办,患者您好，得了抑郁症首先不要着急，应该正确的认识一下这个心理疾病，你可以自己多看一下这方面的信息，以及学一些自我调整的方法，另外就是针对抑郁症要建立起信心专业治疗，去心理机构就诊，这个需要定期的配合心理医生的心理咨询指导，另外可以结合抗抑郁药物治疗。祝您早日恢复健康。,https://www.familydoctor.com.cn/q/18556034.html
精神心理科,抑郁症,抑郁症吃什么中成药?,你好，抑郁症是一种常见的情感性疾病，主要是以情绪低落为主要临床特点，对患者的生活工作产生严重的影响，目前来说对于抑郁症的治疗主要是通过心理治疗，药物应用于与一些物理方法来改善症状，而药物应用方面主要是以西药为主，中药在治疗抑郁症方面也有一定的疗效，但建议到当地的正规中医科室，通过望闻问切进行诊治。希望我的回答对你有帮助。,https://www.familydoctor.com.cn/q/18555880.html
精神心理科,抑郁症,为什么得了抑郁症的人会想自杀,你好，严重的抑郁症患者，这个可能会实施自杀的行为，不过一般出现了自杀行为通常是非常严重的情况，对于轻度的抑郁症患者，甚至还可以保持正常的社会生活功能，所以这个应该先评估症状，不过一旦出现了抑郁的表现，最好还是尽早的接受心理治疗。祝你健康，希望回答能对你有帮助。,https://www.familydoctor.com.cn/q/18555849.html
精神心理科,抑郁症,轻度抑郁症吃什么药能自我治疗?,患者好，抑郁症是心理原因引起的，药物不可能治疗好，再说你是轻度抑郁症根本不需要吃药，通过心理疏导就可以改善。是心理原因引起的，药物不可能治疗好，再说你是轻度抑郁症根本不需要吃药，通过心理疏导就可以改善。建议你到当地精神病医院，在他们指导下调节药物的剂量和种类等。必须剂量和种类恰到好处才会见效。希望您能。,https://www.familydoctor.com.cn/q/18555630.html
精神心理科,抑郁症,患了抑郁症怎么办,您好，得了抑郁症首先不要着急，应该正确的认识一下这个心理疾病，你可以自己多看一下这方面的信息，以及学一些自我调整的方法，另外就是针对抑郁症要建立起信心专业治疗，去心理机构就诊，这个需要定期的配合心理医生的心理咨询指导，另外可以结合抗抑郁药物治疗。希望我的回答能帮到您。,https://www.familydoctor.com.cn/q/18555596.html
精神心理科,抑郁症,焦虑症和抑郁症的区别是什么,你好，焦虑抑郁症是不一样的，焦虑主要表现为恐惧担心，而抑郁症主要是心里的无望和低落。而且焦虑并没有明显客观的对象，抑郁主要是持久的心情低落。原因分析抑郁症的前期表现就是焦虑，也就是说刚开始焦虑得不到及时的治疗，就可能会转变为抑郁症，主要是由于心理因素或者社会环境的刺激导致的。举措建议建议要排解心情，可以适当的增加兴趣爱好，多参加户外活动。如果得不到缓解，需要寻求心理医生的帮助，并且要配合药物治疗。祝您健康。,https://www.familydoctor.com.cn/q/18555156.html
精神心理科,抑郁症,轻度抑郁症的表现症状有哪些?,患者您好，轻度抑郁症主要就表现在情绪的低落，不开心，不想说话，不想与外界进行交流，但是他在很大程度上能保持社会功能，比如能够正常的做家务，能够正常的进行工作，但是患者内心最重要的就感觉到开心不起来，不愿意与人进行沟通和交流，旁边的人观察到他跟正常人相比可能言语少，沟通、表达减少，主动性变差等等。祝您早日恢复健康。,https://www.familydoctor.com.cn/q/18555071.html
精神心理科,抑郁症,得了忧郁症怎么办,您好，得了抑郁症，这个先不要着急，尽早的进行治疗就可以的，得了抑郁症通常是需要去心理机构或者是心理科门诊就诊，通过接受专业的心理医生的系统开导，以及通过规律的服用抗抑郁的药物，是可以在很短的时间内消除抑郁症的。以上回答希望能帮到你，如仍有疑问，建议可到医院就诊当面咨询医生。,https://www.familydoctor.com.cn/q/18554892.html
精神心理科,抑郁症,为什么得抑郁症的人会想到自杀,患者你好，严重的抑郁症患者，这个可能会实施自杀的行为，不过一般出现了自杀行为通常是非常严重的情况，对于轻度的抑郁症患者，甚至还可以保持正常的社会生活功能，所以这个应该先评估症状，不过一旦出现了抑郁的表现，最好还是尽早的接受心理治疗。以上是对这个问题的建议，希望对您有帮助，祝您健康。,https://www.familydoctor.com.cn/q/18554617.html
精神心理科,抑郁症,怎样走出抑郁症的痛苦?,如果确诊为抑郁症，建议定期接受系统的心理治疗，这会有助于症状的缓解。另外，平时也要注意自我调节，可以培养一些积极的兴趣爱好，每天坚持进行适度的体育锻炼来充实自己。平时多跟亲人和朋友进行沟通交流，多想一些积极乐观的事情。通过一些健康的方式来调整情绪状态，宣泄负面情绪，不要过于自我压抑。,https://www.familydoctor.com.cn/q/18554501.html
精神心理科,抑郁症,抑郁症的表现主要包括哪些?,抑郁症的主要表现为显著而持久的情绪低落、悲观抑郁；意志活动减退，行为缓慢、生活被动、懒散、不愿与人接触等；思维缓慢，联想速度下降、反应迟钝、语言减少、语速减慢、交流出现障碍等；认知功能受损，记忆力下降、注意力障碍、思维困难等；还会伴有一些躯体症状，如厌食、乏力、睡眠障碍、体重下降、心慌、胸闷、出汗、身体疼痛等。,https://www.familydoctor.com.cn/q/18554465.html
精神心理科,抑郁症,抑郁症的症状表现,抑郁症的表现包括以下几方面：显著而持久的情绪低落、悲观抑郁、对任何事情不感兴趣；意志活动减退，逃避人际交往、生活懒散；认知功能下降，记忆力、注意力、思维能力等受到影响；思维联想缓慢；另外，还会伴有一些躯体症状，例如心慌、出汗、睡眠障碍、厌食、头晕、头疼、体重减轻等。,https://www.familydoctor.com.cn/q/18554209.html
精神心理科,抑郁症,"女性,得了抑郁症怎么治疗?",如果抑郁症状比较严重，需要在医生的指导下合理的服用药物进行治疗，并且同时定期接受系统的心理辅导。如果抑郁症状较轻，可以接受系统的心理治疗，并且配合进行积极的自我调节。平时培养一些良好的兴趣爱好，每天坚持进行适度的体育锻炼，多想事物积极乐观的一面，多跟人进行沟通交流，避免过于自我压抑。,https://www.familydoctor.com.cn/q/18553830.html
精神心理科,抑郁症,抑郁症和精神病的区别和联系,通常抑郁症就属于一种精神障碍疾病的，抑郁症属于心境障碍的一种，而心境障碍本身就是一种精神疾病。精神疾病包含的类型有很多，比较严重的情况下会有幻觉，妄想等很多症状，但是抑郁症一般主要是一种心境上的持续低落，兴趣减退，无意义感的症状表现，相对来说抑郁症比较好治疗，但是其他严重的精神疾病治疗难度比较大。,https://www.familydoctor.com.cn/q/18545003.html
精神心理科,抑郁症,如何开导抑郁症患者?,在与抑郁症患者交流时，一定要注意避免对他造成伤害或刺激，可以跟他多说一些积极乐观的事情，帮助他解开心结，让他看到未来的希望。还可以陪伴他做一些能够让他感到轻松愉快的事情，或者培养一些积极的兴趣爱好。也可以陪伴他共同进行适度的体育锻炼，这都会有助于抑郁症状的缓解。,https://www.familydoctor.com.cn/q/18544397.html
精神心理科,抑郁症,看抑郁症应该看什么科室,抑郁症是一种精神疾病，属于心境障碍，所以抑郁症可以就诊的科室包括精神科，精神心理科，心理科等。对于比较轻度的抑郁症这个也可以去当地的一些心理咨询机构，或者是心理咨询工作室去就诊，接受专业心理医生的心理调整的改善就可以了，对于比较严重的抑郁症通常得去医院就诊结合药物治疗。,https://www.familydoctor.com.cn/q/18543364.html
精神心理科,抑郁症,高度抑郁症怎么治疗好些?,并没有高度抑郁症之说，这种情况通常指的是重度抑郁症，是抑郁症最严重的一种状态，而对于重度抑郁症的治疗，建议联合药物和心理疗两种治疗方式，达到了重度抑郁症一般患者已经完全没有办法正常的生活，工作等。这个应该系统的进行治疗，可以去医院接受住院治疗，患者要积极的去配合治疗。,https://www.familydoctor.com.cn/q/18542119.html
精神心理科,抑郁症,长期抑郁会导致什么疾病?,抑郁本身就是一种疾病，长期抑郁一般说明已经形成了抑郁症，而抑郁症对个人的生活会有严重的影响，包括会导致缺乏动力，不管理自己的卫生，不与人交际，工作学习能力下降等，也可能会引发一些躯体上的症状，比如说身体的乏力，头疼，头晕，食欲下降等表现，所以出现了抑郁表现，一定要尽快的去心理科看一下。,https://www.familydoctor.com.cn/q/18540935.html
精神心理科,抑郁症,SDS抑郁自评量表的测试,SdS抑郁自评量表，这个是测试抑郁的一个比较常用首选的测试量表，准确率也是比较高的，但是任何心理测验量表都只能作为一种参考，这个量表主要是有20个题目，可以结合自己的情况去做一下测试，如果测试结果反映存在中度或者以上的抑郁症的话，一般建议尽快的去心理科就诊。,https://www.familydoctor.com.cn/q/18539253.html
精神心理科,抑郁症,抑郁症为什么要自杀,你好，严重的抑郁症患者，这个可能会实施自杀的行为，不过一般出现了自杀行为通常是非常严重的情况，对于轻度的抑郁症患者，甚至还可以保持正常的社会生活功能，所以这个应该先评估症状，不过一旦出现了抑郁的表现，最好还是尽早的接受心理治疗。,https://www.familydoctor.com.cn/q/18538549.html
精神心理科,抑郁症,焦虑症和抑郁症的区别,你好，从生理反应上来看的话焦虑的表现是以高唤起为特征，而抑郁则是抑制为特征，二者虽然都会导致自主和非自主功能紊乱，也有一些伴有明显的神经功能障碍，但是二者最大的区别就如上所说从心心角度上来看焦虑症和抑郁症都有明显的关注因素，但是在表现上二者的指向不同，焦虑症更主要是对存在的或者是将要发生的事情的超限的紧张不安甚至是恐惧，而抑郁症则是对存在的或者是将要发生的事情的超限的精神抑制状态。总得来讲，抑郁症是抑制向下的;而焦虑者是惊恐向上的;理清两种疾病的症状，加以区别，对于疾病治疗有相当大的帮助。,https://www.familydoctor.com.cn/q/18538317.html
精神心理科,抑郁症,为什么得了抑郁症的人会想自杀,你好，严重的抑郁症患者，这个可能会实施自杀的行为，不过一般出现了自杀行为通常是非常严重的情况，对于轻度的抑郁症患者，甚至还可以保持正常的社会生活功能，所以这个应该先评估症状，不过一旦出现了抑郁的表现，最好还是尽早的接受心理治疗。,https://www.familydoctor.com.cn/q/18538276.html
精神心理科,抑郁症,轻度抑郁症怎么治疗?方法有哪些?,针对抑郁症比较好的治疗方法主要是可以通过抗抑郁药物治疗调整，另外就是针对抑郁症采取一些心理治疗方式常用的像是认知行为疗法或者是精神分析疗法，或者是nlp疗法改善抑郁症效果都是比较好的，患者应该积极的去配合治疗，建立起康复的信心。,https://www.familydoctor.com.cn/q/18538246.html
精神心理科,抑郁症,忧郁症有哪些症状,一般的抑郁症可能会表现为孤僻难与人交流，而且严重的可能会有自杀一方面的倾向，抑郁症患者是非常强烈的需求家人和朋友的理解和帮助，所以说平时的时候一定要多加观察一下他的情绪状态问题，不宜太过于激动，情况较为严重的话是需要服用抗抑郁药物进行治疗。,https://www.familydoctor.com.cn/q/18538172.html
精神心理科,抑郁症,为什么得了抑郁症的人会想自杀,你好，严重的抑郁症患者，这个可能会实施自杀的行为，不过一般出现了自杀行为通常是非常严重的情况，对于轻度的抑郁症患者，甚至还可以保持正常的社会生活功能，所以这个应该先评估症状，不过一旦出现了抑郁的表现，最好还是尽早的接受心理治疗。,https://www.familydoctor.com.cn/q/18538158.html
精神心理科,抑郁症,抑郁症的表现症状有哪些呢?,抑郁症的一些诊断要点的症状就是患者会出现长时间郁郁寡欢，感到生活没意思，缺乏动力，想法比较消极，负面悲观，自卑，感觉自己变得迟钝，甚至内疚，不愿与人交流等，如果出现了这些症状，并且这些症状已经有一段时间长达两周以上，就要考虑是抑郁症，需要去心理科室就诊。,https://www.familydoctor.com.cn/q/18538068.html
精神心理科,抑郁症,得了抑郁症怎么办,忧郁症通常指的是抑郁症，得了抑郁症，这个先不要着急，尽早的进行治疗就可以的，得了抑郁症通常是需要去心理机构或者是心理科门诊就诊，通过接受专业的心理医生的系统开导，以及通过规律的服用抗抑郁的药物，是可以在很短的时间内消除抑郁症的。,https://www.familydoctor.com.cn/q/18537832.html
精神心理科,抑郁症,治疗抑郁症的偏方有哪些,针对抑郁症病，没有偏方治疗的，不过中药调节的话可以选择一些疏肝解郁，疏肝理气的比如说，解郁丸，疏肝解郁胶囊，疏肝理气丸等，对于抑郁症的治疗，除了药物的调整，还应该进行心理上的治疗调节，比如说可以通过认知调整来改善抑郁症患者的负性思维。祝早日康复。,https://www.familydoctor.com.cn/q/18537821.html
精神心理科,抑郁症,得了忧郁症怎么办,忧郁症通常指的是抑郁症，得了抑郁症，这个先不要着急，尽早的进行治疗就可以的，得了抑郁症通常是需要去心理机构或者是心理科门诊就诊，通过接受专业的心理医生的系统开导，以及通过规律的服用抗抑郁的药物，是可以在很短的时间内消除抑郁症的。,https://www.familydoctor.com.cn/q/18537388.html
精神心理科,抑郁症,重度抑郁症的表现是什么,重度抑郁症患者会有强烈的轻生念头，感到一切都没有意义，悲观，失望难过，暗无天日，并且伴有身体严重乏力头晕目眩，社交功能瘫痪，完全不再与人交际等，一般达到了重度抑郁症是需要住院治疗的，并且患者是需要寻求家人朋友们的全程陪伴，尽量不要独处，住院治疗一般也需要进行心理和药物同时治疗的方式。,https://www.familydoctor.com.cn/q/18537126.html
精神心理科,抑郁症,怎样才会得抑郁症?,抑郁症一般是多种因素导致的，通常是长时间面临压力，剧烈的刺激，性格敏感脆弱以及遗传因素等导致，通常并不是单一因素引起的。抑郁症有反复发作的特点，通常治疗难度也是比较大的，所以对于抑郁症的治疗一定要重视，建议在早期进行心理疏导治疗以及结合药物治疗，患者日常也要积极的去配合调节，比如说加强运动和与人交流。,https://www.familydoctor.com.cn/q/18537042.html
精神心理科,抑郁症,忧郁症和抑郁症有什么区别呢?,通常这两者并没有区别的，通常忧郁症就是指的抑郁症的，抑郁症是心理学的一种说法，而忧郁这个词一般多用于中医的说法。抑郁症一般指的是一种心境障碍，主要的表现是以持续的心境低落，垂头丧气，度日如年，无意义感，兴趣减退为特征表现，通常需要进行心理治疗或者是进行药物治疗来帮助改善。,https://www.familydoctor.com.cn/q/18536638.html
精神心理科,抑郁症,怎样快速治好抑郁症,抑郁症的治疗是需要一个过程的，不要急于求成，抑郁症是需要专业系统的治疗，包括心理治疗和药物治疗同时结合的方式，这样能够更好的去消除抑郁症，患者应该积极配合医生的治疗，并且结合医生的指导去调整一下日常的习惯，比如说加强一下运动以及加强一下交际等，都是可以帮助更快的走出抑郁症。,https://www.familydoctor.com.cn/q/18536584.html
精神心理科,抑郁症,治疗抑郁症的药物有哪些?,治疗抑郁症目前常用的一种手段就是药物治疗，药物的选择是非常多的，包括新一代的抗抑郁药物和传统的抗抑郁药物以及中药类，具体的药物包括帕罗西汀，艾司西酞普兰，左洛复，百忧解，舒肝解郁胶囊，疏肝理气丸等。抗抑郁药物的服用一定是需要谨遵医嘱进行的，患者不要擅自的去服用，另外就是建议同时结合心理治疗抑郁症。,https://www.familydoctor.com.cn/q/18536512.html
精神心理科,抑郁症,抑郁症看什么科?哪个科室能治疗?,如果出现抑郁症状，建议要就诊于正规医院的心理门诊或者精神心理科，在经过详细检查后，根据病情对症接受治疗。如果抑郁症较严重，需要在医生的指导下合理服用药物，并同时配合接受定期的心理辅导。如果症状较轻，也可以通过系统的心理治疗配合自身积极的自我调节来缓解抑郁症状。,https://www.familydoctor.com.cn/q/18536322.html
精神心理科,抑郁症,抑郁症如何进行自我检查?,抑郁症的自我检查判断主要是可以先根据自身的症状以及与抑郁症的症状来进行对比判断，以及要结合一些自评的心理测验，比如说抑郁症自评量表测试，这些都可以帮助初步的去诊断评估，抑郁症最终的检查诊断还是要去精神心理科就诊完成，通常还需要进行身体上的检查排除一些器质性疾病。,https://www.familydoctor.com.cn/q/18536241.html
精神心理科,抑郁症,忧郁症的人会目光呆滞吗?,通常抑郁症的人会出现一些目光呆滞的情况，因为忧郁症患者可能会持续处在自己的一种情绪低落，悲伤难过或者是一些负面的回忆当中，就会呈现一些目光呆滞的现象，出现了忧郁症状，应该考虑尽快的调节，可以寻求身边的人去多陪伴，多听自己诉说一下，也可以直接去心理科寻求专业的心理医生，帮助自己做心理调整。,https://www.familydoctor.com.cn/q/18536218.html
精神心理科,抑郁症,抑郁症有些什么症状,主要表现是明显的和持续的抑郁和悲观。轻者不快乐，没有幸福感，兴趣降低，而重者痛苦、悲观、绝望。患者的思维联想速度慢，反应慢，思维受阻，身体症状主要包括睡眠障碍、疲劳、厌食、体重减轻、便秘、身体症状有性欲减退、阳痿、闭经等。从临床上可以看出，在严重情况下，主动语音减少，语音速度明显减慢，语音低，接听困难，沟通不畅。认知障碍导致社会功能障碍，影响患者的长期预后。,https://www.familydoctor.com.cn/q/18536182.html
精神心理科,抑郁症,抑郁症应该去医院什么科室,抑郁症属于一种精神障碍疾病，通常需要去医院的精神心理科室就诊。对于轻度的抑郁症，比如说患者能够维持正常的生活状态，这种情况可以直接考虑去当地的心理咨询机构或者是心理咨询工作室接受一下心理疏导调整来帮助改善，但是对于比较严重的抑郁症，比如说已经对生活产生了非常大的影响，应该尽快的去医院精神科室系统治疗。,https://www.familydoctor.com.cn/q/18536181.html
精神心理科,抑郁症,为什么会有忧郁的眼神?,通常一个人的眼神状态与内心是直接相呼应的，一个人经常表现眼神比较忧郁的话，这个很可能他内部的精神状态也比较忧郁，可能是有些性格内向或者是由于长期压力导致了抑郁情绪，这种情况的话需要注意进行一下情绪调整，平时多发展一些个人兴趣爱好以及尝试多和人去交际都有利于缓解。,https://www.familydoctor.com.cn/q/18536147.html
精神心理科,抑郁症,抑郁症患者会知道自己有抑郁症吗?,抑郁症患者虽然有认知功能受损，但是是会保持正常的自知力的，会了解到自己处在一种心理疾病状态，如果患者本身对抑郁症知识有充分的了解的话，也能够知道自己是处于抑郁症的状态，但是抑郁症患者本身由于缺乏动力，无意义感等，可能会导致患者缺乏求助或者是求医的意愿，患者对此也应该有所了解，应该鼓励自己尽快的去就诊治疗。,https://www.familydoctor.com.cn/q/18536137.html
精神心理科,抑郁症,抑郁症吃什么药最好呢?,你好，抗抑郁的药物有很多，但并不是说服用哪一个药物是最好的，这个需要根据个人的体质情况以及抑郁症的严重情况，经专业医生指导来服用药物的，通常轻度的可以考虑通过一些疏肝理气的中药调节就可以了，但是一般达到了中等抑郁，通常需要医生指导服用5羟色胺再摄取抑制药物治疗,https://www.familydoctor.com.cn/q/18536136.html
精神心理科,抑郁症,外向抑郁症的表现是什么?,外向抑郁症主要指的是性格平时比较外向，比较开朗，在与别人交际过程中比较乐观积极向上，但是自己独处的时候就会有明显的抑郁情绪出现，是抑郁症的一种，需要进行心理调节，首先应该尝试和身边的人去真正的表达一下内心的感受，学会倾诉，或者是自己记录一下自己真正的情绪感受，不要压抑在内心里。,https://www.familydoctor.com.cn/q/18535882.html
精神心理科,抑郁症,心情不好抑郁怎么办,你好，人都有心情不好的时候，这个未必就是已经出现了抑郁的表现，短暂性的心情不好都是由最近的劳累或者是一些刺激事件引发的，这个你可以通过充分的休息或者是寻求家人朋友的帮助的来改善，但是如果长时间抑郁，这个可能是出现了抑郁症，通常得去心理科接受一下专业的心理调节。,https://www.familydoctor.com.cn/q/18535880.html
精神心理科,抑郁症,患有抑郁症的人可以正常上班吗,通常轻度的抑郁症患者或者是严重的抑郁症患者经过治疗后都是可以正常上班的，只是在达到中度或者是以上的抑郁状态时，患者很难保持正常的交际，也已经很难有力量去工作，所以达到中度抑郁状态通常是先建议系统的进行治疗再恢复工作的。抑郁症患者要注意调节工作中的压力，因为抑郁症比较容易复发，在压力大的状态下会加重抑郁。,https://www.familydoctor.com.cn/q/18535108.html
精神心理科,抑郁症,常用的抗抑郁药物有哪些?,常用的抗抑郁药物是非常多的，包括新一代抗抑郁药物和传统抗抑郁药物，新型药物主要是包括五羟色胺再摄取抑制，去甲肾上腺素抑制剂等，传统药物主要是三环类抗抑郁药物，西药类的具体药物像是艾司西酞普兰，左洛复，百忧解等，中药也有很多可以很好的缓解抑郁症，比如说舒肝解郁胶囊，解郁安神胶囊等，治疗抑郁症的药物服用需要谨遵医嘱进行。,https://www.familydoctor.com.cn/q/18534720.html
精神心理科,抑郁症,感觉自己有抑郁症和狂躁症,你的情况看，如果是怀疑自己有抑郁症和狂躁症，就需要去医院心理科就诊，来明确疾病的类型，然后针对性的治疗，抑郁症会出现了情绪低落，闷闷不乐，悲观自卑，对任何事情都缺乏兴趣，狂躁症会出现了情绪容易激动，脾气暴躁，需要尽早积极的治疗，需要用抗抑郁症和镇静的药物治疗合适。,https://www.familydoctor.com.cn/q/18529642.html
精神心理科,抑郁症,抑郁症自救方法是什么？,对于轻度的抑郁症患者是可以通过自我调节缓解抑郁心境的，例如可以转移注意力，学会倾诉，进行各种放松训练，进行心理咨询等，患者在一定程度上可以改变抑郁心境。但是对于中重度抑郁患者，自己很难能够意识到自己病了，而且不承认自己病了，这时候需要家人的呵护，还需要抗抑郁药物治疗。,https://www.familydoctor.com.cn/q/18529018.html
精神心理科,抑郁症,抑郁症痊愈的几率有多少？,抑郁症是目前发病率比较高的精神心理疾病，可能与遗传因素，社会心理因素，患者自我心理素质和身体素质情况等有关系，轻度抑郁症早发现早治疗，治愈率还是比较高的，但是中重度抑郁症，治疗的效果并不是很好，一般是以新型抗抑郁剂治疗为主，配合行为治疗，心理治疗等，总体来说抑郁症的痊愈率比较低，约在15%-20%。,https://www.familydoctor.com.cn/q/18529017.html
精神心理科,抑郁症,抑郁症去医院怎么检查？,对于抑郁症患者的检查主要包括了躯体检查和精神检查。躯体检查主要包括神经系统检查、实验室检查和影像学的检查，可以排除神经系统的器质性疾病。精神检查首先是进行一些调查问卷形式的筛查，是医学专用的问卷调查表，其次就是医生通过与患者交流沟通来了解患者的精神活动，还需要咨询家属患者的日常举动和行为等进行综合分析后确诊。,https://www.familydoctor.com.cn/q/18529016.html
精神心理科,抑郁症,抑郁症免费测试准吗？,怀疑有抑郁症的人群，可以根据抑郁自评量表来做初步的评判，能够反映抑郁病人的主观感受，常用于门诊抑郁病人的筛查。该测试有20个问题，通过询问病人对这些问题的感受选择相应的答案，每个问题都有得分最后算出来总分，这种检测具有一定的心理暗示，不是特别准确。,https://www.familydoctor.com.cn/q/18529015.html
精神心理科,抑郁症,抑郁症会不会突然就好了？,有些抑郁症患者可以突然好转，特别是轻度抑郁症患者或者有明确刺激性病因的抑郁症患者，刺激性病因消除了，抑郁症就好了，例如父母离婚对孩子造成的抑郁情绪，失恋打击导致的抑郁症，心结打开了病人自然可以恢复正常，但是如果重度抑郁症患者，就难以恢复正常，治愈率往往偏低。,https://www.familydoctor.com.cn/q/18529014.html
精神心理科,抑郁症,抑郁症患者会爱上人吗？,爱情在任何人群中都会出现的，抑郁症患者也会爱上一个人，而且有时候抑郁症患者是因为爱过一个人受到了严重打击后精神崩溃导致而走行的抑郁。抑郁症患者会出现持久的心境低落、兴趣和愉快感丧失，所以在恋爱方面相对比较消极，与人交流过程中也比较被动，总是喜欢把爱放在心底不会说出来。,https://www.familydoctor.com.cn/q/18529013.html
精神心理科,抑郁症,抑郁症的表现测试题是什么？,抑郁症的表现测试题是门诊上常用的抑郁症初次筛查方法，是一组可以帮助诊断抑郁症的各种心理测验。常用的有汉密尔顿抑郁量表、自评抑郁量表和抑郁状态问卷等。这些测试题以自评量表的形式让患者限时完成，测试题包括20个陈述句和相应的问题条目组成，按照1-4级评分，根据总分情况初步判断是否有抑郁症。,https://www.familydoctor.com.cn/q/18529012.html
精神心理科,抑郁症,抑郁症SDS测试是什么？,抑郁自评量表简称SDS，能够反映抑郁病人的主观感受，常用于门诊抑郁病人的筛查。SDS测试一共有20个问题，每个问题有对应分数，最后将20道题的得分相加，得出最后总分，总分大于40分即存在抑郁。总分除以80分，再得出百分比，百分比在50%-69%为轻度抑郁，70%-89%为中度抑郁，大于等于90%为重度抑郁。该结果只是作为参考。,https://www.familydoctor.com.cn/q/18529011.html
精神心理科,抑郁症,抑郁发作怎么办？,抑郁症发作期间一定要注意看护好患者，保护好患者，这是最重要的，抑郁症发作往往表现为单相抑郁发作，也有的患者是双相情感障碍抑郁发作。建议使用新型抗抑郁剂治疗例如赛乐特、舍曲林等进行治疗，如果是双相抑郁发作患者配合使用碳酸锂，同时防止躁狂转相，必要情况下使用镇静剂治疗。,https://www.familydoctor.com.cn/q/18529010.html
精神心理科,抑郁症,盐酸帕罗西汀片说明书是什么？,盐酸帕罗西汀片是抗抑郁药物之一，是选择性中枢神经5-羟色胺再摄取抑制剂，可使突触间隙中5-羟色胺浓度增高，发挥抗抑郁作用，该药物属于处方药，一定按照说明书或者医嘱服用，治疗抑郁症，一次20mg，一日1次。治疗强迫症，开始剂量为一日20mg，依病情逐渐以每周增加10mg为阶梯递增，治疗剂量：一日20mg-60mg。,https://www.familydoctor.com.cn/q/18528786.html
精神心理科,抑郁症,心里抑郁治疗方法有哪些？,如果是自己感觉心里不透气郁闷，并不是抑郁症，此时需要调整心情，让自己从不良情绪中走出来，如果是抑郁症患者需要考虑综合治疗，使用药物治疗、心理治疗等，目前使用新型的抗抑药，如：帕罗西汀、氟西汀、艾司西酞普兰、西酞普兰、文拉法辛等药物，可以缓解抑郁症状，同时要进行有效心理疏导和心理沟通。,https://www.familydoctor.com.cn/q/18528528.html
精神心理科,抑郁症,无缘无故的哭觉得压抑，怎么了？,无缘无故的哭，觉得压抑难以宣泄的人，可能是轻度抑郁症了，患者表现为长时间的情绪低落、思维迟缓、悲观、意志行为减退为主。在低落的情绪影响下，会有悲观的、负面的思维，不能对自己有一个正确的评价，此时需要进行心理方面的指导，必要情况下使用抗抑郁或者抗焦虑的药物进行治疗。,https://www.familydoctor.com.cn/q/18528292.html
精神心理科,抑郁症,抑郁症有什么表现？,抑郁症是以显著而持久的心境低落为主要临床表现的精神障碍性疾病，轻度抑郁症患者主要心境低落、思维迟缓、意志活动减退。中重度患者会出现认知功能损害，甚者悲观厌世，有自杀行为，抑郁症会严重影响工作、学习、生活和社交，这种疾病不适合网上咨询，应该去精神疾病科进行心理疏导，同时使用药物抗焦虑抗抑郁，家人要对患者有关怀，严加看守患者不能让其自杀。,https://www.familydoctor.com.cn/q/18528245.html
精神心理科,抑郁症,我想哭，很容易生气，会胸闷，对外界不感兴趣，这是抑郁症吗？,现在的情况看，很可能是有抑郁症，由于学习压力过大，精神受到不良刺激，所以会引起了抑郁症，出现了经常想哭，容易生气，对外界不感兴趣，严重影响了正常的生活，需要尽快去医院就诊，如果是有抑郁症，需要使用抗抑郁症的药物治疗比较好，可以用盐酸舍曲林片或者阿米替林片治疗比较好，避免吃辛辣食物和饮酒对身体是有好处的，有利于身体恢复。,https://www.familydoctor.com.cn/q/18519575.html
