department,disease,question,answer,page_url,aaa,aaa,aaa,aaa,time
内科,肺炎,http://ask.39.net/question/66045036.html,新型冠状感染肺炎头痛吗？,临床疾病常见的症状有发热，咳嗽，乏力，胸闷等，如果患者发热会出现有疼痛不适，周身酸痛等，如果存在有临床疾病易感及传播关联性，还是需要到医院发热门诊检查。控制传染性疾病一般以控制传染源，切断传播途径为主，因此平时可能需要注意避免外出或者佩戴口罩，加强卫生，注意勤洗手等。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045035.html,肺炎不发烧说明什么？,肺炎不发烧，认为不一定是新型冠状病毒肺炎，有可能是其他类型的肺炎，所以还需要进一步做检查，明确肺炎的类型。需要做个痰液的细菌培培养药敏试验检查，胸部ct检查，核酸检查，如果是普通的肺炎，需要使用抗生素药物治疗。如果是新型肺炎，需要住院隔离治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045040.html,新型冠状肺炎预防方案？,此类传染病传染性强，主要针对疫区人群，普通易感人群采取不同的防控方式，如疫区发热人群采取居家隔离观察，疑似病例采取医学观察，确诊病例采取隔离治疗，普通人群注意卫生保健，勤洗手，多通风，佩戴口罩。临床疾病目前没有特效药控制治疗，因此还是积极预防为主。尽量切断传染源，控制传播途径等。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045034.html,抗病毒口服液对肺炎有用吗?？,首先应明确的是，新型冠状病毒肺炎目前没有特效药物，主要是对症治疗和支持治疗，多数可恢复，继发细菌感染应用抗生素控制。双黄连口服液，抗病毒口服液，蒲地蓝等药物，为清热解毒类中成药，对此病有一定疗效，但并不确切，只能作为辅助治疗药物。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045026.html,冠状新形肺炎啥症状？,一般常见的症状有发烧，咽干，干咳，全身无力，肌肉酸痛，胸痛，严重时会出现呼吸困难，如果出现了这些症状，需要尽快去医院做检查。所以需要尽快去医院检查，需要做胸部ct检查核酸检查，就可以明确具体疾病的类型，如果是感染了新型冠状病毒肺炎，需要住院隔离治疗比较好。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045022.html,新行冠壮肺炎潜伏期几天？,新型冠状病毒肺炎的潜伏期目前最长是两周，最短的可以达到一两天，潜伏期患者往往没有明显的症状，但是患者还是有传染性的，因此如果接触过新型冠状病毒肺炎患者要积极自我隔离至少两周的时间。新型冠状病毒肺炎潜伏期内是随时可以发病的，因此要提高警惕。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045014.html,肺炎期间上班有影响吗？,对于新型病毒肺炎，虽然来源于武汉，但是已经波及全国各地，所以一定要加以控制，防止进一步蔓延。建议在这期间是可以上班的，但是一定要做好防护工作，一定要带好防护口罩，最好少近距离接触，吃饭时不要说话。工作的环境要进行清洁消毒，室内要勤通风，本人要勤洗手。在路上最好不要做公共交通工具，回到家里要做好消毒工作，要避免被这种病毒感染。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045003.html,肺炎专用口罩有哪些？,目前能够预防新型冠状病毒感染的口罩主要有两种，一是医用外科口罩，另一种就是N95医用防护口罩，这两种口罩都可以预防新型冠状病毒的感染。在使用口罩时要注意把口罩的上部和下部紧贴皮肤，这样会密闭性好一些，另外建议你定期更换口罩。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66045004.html,n99口罩防肺炎吗？,如果是正规渠道买的，国家认证的，肯定是能预防的。这种级别是比N95更高，但一方面可能呼吸相对比较困难。但钟南山院士也指出过，其实这种高级别的口罩对于一线的医务工作者来说更需要，而且现在物资这么紧缺，一般的非医务工作者，可以考虑用普通的口罩足以。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044993.html,预防新冠肺炎的中药药方？,目前是暂时没有找到有明确预防作用的方法。这个方法正常来说是晚于治疗药物。对本病毒有确切的灭活作用的药物还没有确定，怎么会有预防的药物。最近的第五版诊疗指南上，有的中医治疗方法是针对发病的人群。对于重在预防的人群，最重要的就是戴好口罩，不出门。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044996.html,不明原因肺炎带什么口罩？,新型冠状病毒肺炎主要通过呼吸道进行传播，所以为有效预防感染，所以出门时一定要戴口罩，至于口罩的选择，只要是医用的一次性口罩都可以，N95效果会更好一些。普通的布口罩起不到防护的作用，所以在选择口罩时一定要注意，尽量减少外出，以居家休息为主。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044984.html,新型冠状肺炎低烧不咳？,新冠状病毒肺炎是由于冠状病毒经过飞沫或者接触传播，侵入到人体的呼吸器官，成为引起上呼吸道感染表现。主要病变在肺部，同时会出现发烧等典型的症状，具体因人而异，有些人体温正常，有些低烧，甚至有些高烧。当然有些人也会表现为咳嗽的，具体还是通过核酸检测试纸阳性以及拍片肺部的影像学来进行确诊。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044983.html,新型冠状肺炎血常规指标？,血常规指标一般白细胞是正常的，淋巴细胞偏低，另外还需要做个抽血化验血氧饱和度，酸碱度电解质，这些项目都是需要做检查。如果感染了病毒，那就需要尽快住院治疗，需要隔离使用抗病毒药物，配合小剂量激素药物退烧药物治疗，大多数可以控制疾病的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044964.html,武汉出现不明肺炎是不是真的？,对于新型冠状病毒肺炎，的确起源于武汉，病源可能来自于武汉华南市场的野生动物。所以对于武汉当地的公民，或者是去过武汉的外地公民，或和武汉公民有接触的外地人，部分人已经受到了感染。所以建议一定要做好预防工作，出门一定要做好防护工作，一定要带好防护口罩，因为这种病主要是经呼吸道传染。不要到人员嘈杂的地方，不要去公共场所。室内要勤通风，勤消毒，勤洗手。要做好清洁卫生工作，防止被这种病毒感染。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044965.html,冠心肺炎的症状？,具体症状是大同小异，也根据是不是在发病早期，患者年龄，患者身体情况（肺本身是否有基础疾病，比如支气管炎，支气管扩张，慢阻肺等）。免疫力强的，年轻的患者，抵抗力强，发病时候的表现可能相对轻，有些人只有轻微咳嗽，但肺部影像学表现现实比较重。指南上的症状如下，发热、乏力、于咳为主要表现。少数患者伴有鼻塞、流涕、咽痛和腹泻等症状。轻型患者仅表现为低热、轻微乏力等，无肺炎表现。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044953.html,新型冠状感染肺炎肺疼吗？,可以出现。如果病变累及胸膜可出现肺部的疼痛。本次流行病，病例中发现影像学上，该病毒是以最外侧的胸膜开始发病，双肺的（一般的病毒性肺炎多数是单侧为主），间质性改变，影像学上（CT）可有棉絮状，片状阴影。注意，很多患者可能没有特殊表现，仅有发热，干咳等，但影像学表现比较明显，所以检查的时候一定要做肺部CT。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044951.html,新冠肺炎发热多少度？,发热咳嗽并非新型肺炎的唯一首发症状。而且对于发热，它的体温也是不一定的，有些人体温正常，有些低烧，有些是高烧，以消化系统症状为首发表现：如轻度纳差、乏力、精神差、恶心呕吐、腹泻等；以神经系统症状为首发表现：如头痛；以心血管系统症状为首发表现：如心慌、胸闷等；以眼科症状为首发表现：如结膜炎；仅有轻度四肢或腰背部肌肉酸痛。目前治疗方面没有特效药，主要还是对症治疗，积极的进行物理降温，同时出现胸闷的话，积极地进行吸氧，同时应用一些抗病毒的药物进行治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044946.html,肺炎吊莫西沙星副作用？,莫西沙星属于第四代氟喹诺酮类抗菌药。肺炎链球菌、嗜血流感杆菌、卡他莫拉汉菌以及部分金黄色葡萄球菌都具有很强的抗菌活性.特别是对肺炎链球菌，抗菌作用强大。简单说，该药物主要是针对细菌性肺炎。对于目前的病毒性肺炎（新型冠状病毒）效果需要进一步探讨。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044944.html,武汉的新型病毒性肺炎的症状？,武汉新型冠状病毒性肺炎的临床表现：以发热﹑乏力﹑干咳为主要表现，少数患者出现鼻塞﹑流涕等上呼吸道症，部分患者可无发热，重症患者多在一周后出现呼吸困难。也有很多患者感染该病毒后症状不典型，表现多种多样，如有的以消化系统症状为首发表现：如轻度纳差、乏力、精神差、恶心呕吐、腹泻等；有的以神经系统症状为首发表现：如头痛；有的仅有轻度四肢或腰背部肌肉酸痛。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044943.html,武汉现不明原因肺炎什么症状？,武汉不明原因肺炎现在已经查清原因了，是新型冠状病毒性肺炎，它的临床表现以发热、乏力、干咳为主，少数患者伴有鼻塞、流涕、咽痛、腹泻等症状。重型病例多在一周后出现呼吸困难，重型、危重型患者病程中可为中低热，甚至无明显发热，该病属于传染病，人群普遍易感，平时要做好防护措施。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044935.html,病毒肺炎能治彻底治愈吗？,轻型的新型冠状病毒肺炎患者是能够治愈的，所以只要有过疑似病例的接触史，而后出现了发烧，干咳，全身乏力等症状时，需要及时的去医院进行检查。早确诊，早治疗，早隔离，以免耽误病情或引起疾病的进一步扩展蔓延，近段时间尽量减少外出，出门时注意戴口罩。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044933.html,新性肺炎潜伏期症状？,潜伏期往往没有任何的症状，如果感染新型冠状病毒肺炎潜伏期一般为3~7天，最长为14天。这期间大多数的患者都没有任何症状，所以只要有过确诊或疑似患者的接触史，就需要居家隔离观察。14天以后未发病才可以解除隔离，近段时间一定要减少外出，出门时注意戴口罩，勤洗手，室内多开窗通气。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044931.html,没去过武汉会不会得肺炎？,这种可能性肯定是存在的，不然您想想为什么全国各地都封城，而且这么重视。原因是最初的感染着我们可以找出来，但这些病人在没有确定感染之前（处在潜伏期，但有传染性），接触的人，有可能是在公交车上跟做您旁边，或商店里面等店员等，跟这些人没有血缘关系，完全不相识人也可以被传染。这些人因为春节，在武汉没有封城之前，回来传染给家里人，这些可能性也是有的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044929.html,预防肺炎中药方？,预防保健针对新型冠状病毒型肺炎可以选择莲花清瘟胶囊，金感颗粒等中成药控制治疗，而此类疾病没有特效药控制治疗，以一些新抗病毒性药物治疗为主。临床疾病的预防保健还是需要注意勤洗手，多通风，外出佩戴口罩，而且尽量减少外出，避免到人群密集地区活动。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044925.html,肺炎诊疗方案？,肺炎它可以分为很多种，一个是细菌性或者病毒性比较常见，细菌性肺炎主要还是通过抗生素选择敏感的药物进行治疗，同时还要针对其他症状比如说发烧，咳嗽等，进行退热止咳化痰药物治疗，如果说病毒性肺炎，一般我们选择还是抗病毒药物治疗，增强自身抵抗力，积极的进行改善肺功能等对症治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044924.html,发烧会不会感染了冠状肺炎？,鉴于目前的流行病情，我建议首先要考虑新冠肺炎的可能，第一步先去去测体温，第二部做病原学检查（呼吸道标本或血液标本实时荧光RT-PCR检测新型冠状病毒核酸）。第三部去做肺部的CT检查，很多病例患者表现不明显（就像你一样，可能只有轻微咳嗽，发热），但肺部CT已经有改变（主要是双肺的，临近胸膜的，间质性改变）。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044914.html,新冠肺炎特征？,该病的主要特征是:临床表现以发热、乏力、干咳为主，少数患者伴有鼻塞、流涕、腹泻等症状，X线胸片检查，早期呈现多发性小斑片影及间质改变，以肺外带明显；进而发展为双肺多发磨玻璃影、浸润影，严重者可出现肺实变，胸腔积液少见。在咽拭子、痰、下呼吸道分泌物、血液等标本中可检测出新型冠状病毒核酸。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044917.html,新型冠状肺炎检测为阴性是好了吗？,如果新型冠状病毒引起的肺炎，通过这个核酸检测转阴了，那肯定是好了。起码来说，从理论上推测，以及实际化验检测就可以证明了，这个病毒在体内已经不存在。或身体的免疫系统消灭了他，或者身体抵抗力进一步增强，而克服了这个病毒。但是如果还是表现的很严重，也有可能是假阴性。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044916.html,成人病毒性肺炎中最常见的病毒是？,成人常见的病毒性肺炎如流感病毒、副流感病毒、呼吸道合胞病毒、腺病毒、鼻病毒等。病毒性肺炎的临床症状就是发烧、咳嗽、咳痰等症状。治疗可以用抗病毒药物，配合化痰，抗生素等药物治疗。免疫力差的人容易合并病毒性肺炎，症状也比较重，有一定危险性。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044905.html,喝酒能预防肺炎吗？,酒精能杀死病毒，但最好是75%的酒精，主要用于体表消毒。而喝酒后，酒精在体内代谢，生成其它代谢物，所以喝酒不能预防新型冠状病毒性肺炎。建议多喝白开水，多吃水果蔬菜，避免熬夜劳累，积极活动，保持心情舒畅，避免去人口密集场所。出门戴口罩，尽量不要聚餐。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044904.html,肺炎家里怎么消毒？,新型冠状病毒肺炎是由新型冠状病毒感染引起的疾病，属于传染病，新型冠状病毒对紫外线和热敏感，56℃30分钟、乙醚、75%乙醇、含氯消毒剂、过氧乙酸和氯仿等脂溶剂均可有效灭活病毒，氯己定不能有效灭活病毒。因此，居家可选择75%酒精或含氯消毒剂（如84消毒液）进行喷洒，门把手处可用75%酒精棉球擦拭，有条件者也可选择紫外线灯定时照射。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044903.html,肺炎易感染人群？,新型冠状病毒引起的肺炎主要的症状是发热、干咳、乏力，身体弱的人群容易感染，平时要多锻炼身体，比如游泳、打太极，这样就可以减少感冒、被感染的机会。出门戴医用口罩就可以，多戴一层这样就起到防护的作用。平时尽量减少出门，减少在人群多的地儿去活动、聚会，尤其尽量不要去疫区；外出回家后要洗手，养成讲卫生的习惯。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044897.html,武汉现不明原因肺炎的症状？,以第五版指南为例：发热、乏力、于咳为主要表现。少数患者伴有鼻塞、流涕、咽痛和腹泻等症状。重症患者多在发病一周后出现呼吸困难和／或低氧血症，严重者快速进展为急性呼吸窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍等。值得注意的是重型、危重型患者病程中可为中低热，甚至无明显发热。轻型患者仅表现为低热、轻微乏力等，无肺炎表现。从目前收治的病例情况看，多数患者预后良好，少数患者病情危重。老年人和有慢性基础疾病者预后较差。儿童病例症状相对较轻。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044893.html,支原体肺炎好转迹象？,这个支原体肺炎，只不过就是一种啊细菌，这个细菌的特点，就是没有细胞壁。一般可以用红霉素，阿奇霉素，等等可以消灭。好转的迹象啊，原来的一切不舒服，表现消失。如果做影像，那个也有好转的。体温不发热。平时要注意各方面的保护，不要淋雨，不要为疲劳过度，休息好。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044883.html,肺炎的前期预兆是什么？,肺炎的早期症状为刺激性干咳，继而咳出白色粘液痰或带血丝痰，多有剧烈侧胸痛。晚期症状可咳出粘液血性痰或铁锈色痰，也可呈脓性痰，进入消散期痰量增多，痰黄而稀薄。如果想确诊可以通过拍胸片或胸部CT检查，而且要早期治疗，不要延误病情。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044888.html,新型冠状肺炎的来源？,新型冠状病毒，顾名思义，是属于冠状病毒这个大家族中的一员，你也可以理解为，它是冠状病毒的一个亚型，因为是病毒，所以新型冠状病毒也具备病毒所有的基本特征。病毒感染人体后，最开始出现的就是发热，全身乏力，甚至肌肉酸痛，随着时间的推移，可能会累及肺部，这个时候就会出现咳嗽，咳痰，呼吸困难。目前没有查明来源，具体可以进一步咨询。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044884.html,肺炎眼睛传播吗？,网上说通过眼角膜传染，只能说有这可能，前线医生都带护目镜，主要还是飞沫传播亲密接触传播。你要近距离接触感染者的飞沫才可能啊，病毒又不可能在空气中一直存在的，外出不要揉眼睛，多洗手，戴口罩，注意少流动，调好心态，一切都会顺利。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044885.html,肺炎从感染到发病要多久？,第五版诊疗指南上说，潜伏期1-14天，一般是3-7天发病。根据患者的密切接触程度，病毒数量，免疫力，本身有无肺部基础病变等有关。有些人发病快，但症状轻，有些人发病慢，但发现的时候已经病情非常严重，每个人发病情况都不同。如果感觉发热，干咳，胸闷等表现，建议及早就医。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044879.html,武汉不明原因肺炎什么时候出现的？,新型冠状病毒肺炎发现于2019年12月8日，发现的地点是武汉。如果十四天以内到过武汉地区或接触过武汉地区的人员，就要马上向当地政府报告，由政府安排隔离，有发烧、干咳的症状进行新型冠状病毒核酸检测，确诊之后进行严格的隔离治疗，直至治愈。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044876.html,肺炎怕冷还是怕热？,临床工作中，该反应现象，不能用怕冷怕热，进行分析，与病情病机有关，机体发热会出现怕冷现象，建议及时去医院检查，如血常规，生化检查，影像检查等，明确病因病情，针对性治疗。注意休息，避免劳累，加强营养，增加抵抗力，及时给予消炎对症，如头孢类，青霉素等，使用观察。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044875.html,肺炎得过一次就免疫？,临床工作中，该说法不科学，不要相信。该病情演变，多与机体体质，病机，治疗方案等，都有一定关系。生活中注意休息，避免劳累熬夜，加强营养，增加抵抗力，补充维生素微量元素，补充水分，适当运动，锻炼身体，可以使用消炎药物治疗，如头孢类，青霉素等，定期复查。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044873.html,新型冠状肺炎35度体温正常吗？,新型冠状病毒肺炎的体温35度，属于体温偏低，需要进一步检查。建议您及家人减少外出，出门戴口罩，勤洗手，多喝水，促进新陈代谢，多吃水果蔬菜，补充维生素，不要吃刺激辛辣油腻的食物，不要吸烟喝酒，避免着凉感冒，保持室内空气流通，不要熬夜及过度劳累，保证睡眠充足，注意休息，适当活。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044867.html,新型冠状肺炎首例什么时候？,新型冠状病毒肺炎首例患者确诊于二零一九年十二月八日。专家认为首例感染患者应发生于十一月甚至更早时间。新型冠状病毒肺炎是可以治愈的，疫情当前，匹夫有责，要响应国家的号召，服从政府的安排，不恐慌，不信谣言，做好个人防护措施。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044865.html,新冠肺炎来源？,目前普遍认为来源于野生动物，如蝙蝠、竹鼠、獾等。珍惜生命，避免食用野生动物，平时饮食营养均衡，以粗粮、蔬菜和水果为主，补充优质蛋白质，如牛奶、豆浆、瘦肉、蛋类、鱼类等，多喝白开水，坚持适度的体育运动，如慢跑、快步走、瑜伽、太极拳、健身操等，增强体质，提高免疫力。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044862.html,"肺炎引起的发热,一般会持续几天？",肺炎引起的发烧，持续时间不太一样，一般要3到7天。新型冠状病毒引起的肺炎持续时间有时还要长，有可能十多天的时间。肺炎引起的发烧，一般是中高度发热，治疗包括对症治疗和对因治疗。病毒性肺炎引起的发烧，一般比较严重，高烧可以用退烧药治疗。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044859.html,新型冠状肺炎传染性强吗？,新冠病毒传染性比较强。新型冠状病毒肺炎，短短一个月左右，可以传遍祖国各地，还传到海外，传染性相当强。新冠病毒肺炎，传染性强，但是致病力不是太强。对免疫力好的人，没有明显危害，有些人和感冒差不多，可以自愈的。对免疫力差的人危害比较大，容易危及生命。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044855.html,新型冠状肺炎低烧多少度？,对于新型冠状病毒肺炎，在临床上有可能会出现发热干咳，胸闷气促，呼吸困难，周身乏力，恶心呕吐，腹泻等。这种病有可能会出现低热或高热，在发病初期时如果体温高于37.3度，这就属于低热的状况，随着病情的进展，患者有可能症状出现加重，体温出现逐渐升高的现象，体温有可能超过38度。建议对于这种病，要早发现，早诊断，早治疗，这样治愈率才会进一步的提高。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044846.html,板蓝根对肺炎有用吗？,板蓝根为十字花科植物菘蓝的根，或者是爵床科植物马蓝的根茎以及根，在秋季采挖，除去泥沙后晒干使用。板蓝根味苦，性寒，归心、胃两经。板蓝根具有清热解毒、凉血利咽的功效，主要是用于温热病、发热、头痛、咽喉疼痛或者是温毒发斑、痄腮、痈肿疮毒、丹毒、大头瘟疫等多种热毒炽盛等证。本品有清热解毒凉血的功效，而更以解毒利咽散结为主要的功效。在临床使用时胖大海煎服10-15g，如果是脾胃虚寒的患者，临床最好是忌用。对肺炎没有治疗效果。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044844.html,新冠肺炎能治好吗？,感染新型冠状病毒肺炎，只要及时的进行治疗，病情是能够得到控制的，只有极危重的患者可能会有生命危险，其他的都是可以治愈出院的。新型冠状病毒肺炎的传染性极强，所以近期一定要减少外出，出门时注意戴口罩，勤洗手，室内经常开窗通气。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044838.html,快递会传染新型冠状肺炎吗？,研究表明快递引起新型冠状病毒传染的几率比较小，如果是接收快递，可以让快递在阳光下暴嗮4个小时医生，接触的手要让消毒液进行清洗。建议积极给以防护措施，减少出门，出门佩戴一次性外科口罩或者是n95，保证充足的睡眠，营养均衡，合理运动，增强身体抵抗力。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
内科,肺炎,http://ask.39.net/question/66044834.html,新型冠状感染肺炎流鼻涕吗？,新型冠状病毒感染肺炎主要表现为发热，干咳，乏力等症状，少数患者伴有鼻塞，流涕，腹泻等症状，重症病例可有呼吸困难，呼吸窘迫，代谢紊乱，凝血功能障碍等情况。建议积极做好防护措施，减少出门，出门佩戴一次性外科口罩或是n95等医用口罩，保证充足的睡眠，营养均衡，合理运动，增强身体抵抗力。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-06
